Rank	Taxonpath	Taxon	D2.May15	D2.Jun15	D2.Jul15	D2.Aug15	D2.Oct15	D2.Nov15	D2.Jan16	D2.Feb16	D2.Mar16	D2.Apr16	D2.May16	D2.Jun16	D2.Jul16	D2.Aug16	D2.Oct16	D2.Nov16	D2.Dec16	D2.Jan17	D2.Feb17	D2.Mar17	D2.Apr17	D2.May17	D2.Jun17	D2.Jul17	D2.Aug17	D2.Sep17	D2.Nov17	D2.Dec17	D2.Jan18	D2.Feb18	D2.Mar18	D2.Apr18	D2.May18	D2.Jun18	D2.Aug18	D2.Nov18	D2.Dec18	D2.Jan19	D2.Feb19	D2.Apr19	D2.May19	D2.Jun19	D2.Jul19_STR	D2.Aug19	D2.Sep19	D2.Oct19	D2.Nov19	D2.Dec19	D2.Jan20	D2.Feb20	D2.Apr20	D2.May20	D2.Jun20	D2.Jul20	D2.Aug20	D2.Sep20	D2.Nov20	D2.Dec20	D2.Jan21	D2.Feb21	LUR20.Feb15	LUR20.Mar15	LUR20.Apr15	LUR20.May15	LUR20.Jun15	LUR20.Jul15	LUR20.Aug15	LUR20.Sep15	LUR20.Oct15	LUR20.Nov15	LUR20.Dec15	LUR20.Jan16	LUR20.Feb16	LUR20.Mar16	LUR20.Abr16	LUR20.May16	LUR20.Aug16	LUR20.Sep16	LUR20.Nov16	LUR20.Dec16	LUR20.Jan17	LUR20.Mar17	LUR20.Apr17	LUR20_May17	LUR20.Jun17	LUR20.Jul17	LUR20.Aug17	LUR20.Sep17	LUR20.Oct17	LUR20.Nov17	LUR20.Jan18	LUR20.Feb18	LUR20.Mar18	LUR20.Apr18	LUR20.May18	LUR20.Aug18	LUR20.Oct18	LUR20.Nov18	LUR20.Dec18	LUR20.Jan19	LUR20.Feb19	LUR20.Mar19	LUR20.Apr19	LUR20.Jul19_STR	LUR20.Aug19	LUR20.Sep19	LUR20.Oct19	LUR20.Nov19	LUR20.Dec19	LUR20.Jan20	LUR20.Feb20	LUR20.Mar20	LUR20.Apr20	LUR20.May20	LUR20.Jun20	LUR20.Jul20	LUR20.Aug20	LUR20.Sep20	LUR20.Oct20	LUR20.Nov20	LUR20.Dec20	LUR20.Jan21	LUR20.Feb21
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Coxiellales	Coxiellales	1	3	2	545	10	1	1	0	0	1	0	0	21	3	1	24	3	0	0	0	1	16	75	226	15	24	9	2	0	1	0	0	0	4	51	23	0	0	0	10	0	585	37	29	29	12	19	7	1	0	0	2	20	43	57	55	2	1	0	0	0	0	0	0	4	488	38	15	5	1	1	5	2	0	0	0	1	1	8	4	2	0	0	0	3	73	1	12	46	1	0	0	0	0	0	9	0	7	0	1	0	0	1	4	7	0	10	15	8	1	0	0	0	0	18	13	47	12	4	2	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Halothiobacillales	Halothiobacillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	1	56
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;UBA10353 marine group	UBA10353 marine group	0	0	1	6	11	13	38	11	15	1	0	0	1	0	0	44	9	40	10	22	10	13	3	9	3	8	63	221	122	21	20	27	3	0	0	56	181	30	39	6	3	1	1	12	85	127	232	200	453	110	26	1	13	3	1	22	256	181	147	270	34	4	0	3	0	11	2	3	15	13	48	60	12	7	3	0	0	4	34	45	57	2	1	8	2	3	11	13	46	9	62	42	85	8	1	0	8	27	141	104	93	1	2	0	5	1	80	142	185	232	194	25	6	2	8	1	1	7	52	341	99	231	37
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Legionellales	Legionellales	0	0	0	0	0	0	0	0	0	0	0	6	0	15	53	23	8	14	0	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Methylococcales	Methylococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	1	0	0	0	0	0	4	2	7	1	0	0	0	0	0	1	0	6	0	0	0	0	1	0	1	610	7	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Salinisphaerales	Salinisphaerales	0	6	1	50	14	11	3	1	0	0	0	0	3	0	58	16	37	7	1	0	0	0	0	1	1	0	0	5	0	2	1	0	0	0	1	4	2	1	0	12	16	275	83	66	36	427	12	1	4	0	4	402	11	13	4	47	43	13	1	10	0	1	0	0	1	125	32	1	0	0	3	0	1	2	0	0	1	0	0	11	5	0	1	0	7	0	2	12	3	1121	3	1	0	0	5	61	50	2	0	6	0	0	2	35	186	1	14	0	12	3	0	2	5	6	9	1	67	261	213	75	2	4	1
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales	Ectothiorhodospirales	5	15	33	55	39	2	2	3	1	1	0	16	17	38	120	55	48	43	11	35	26	68	191	265	309	111	117	192	57	5	20	5	5	23	703	72	105	7	14	12	39	306	271	371	343	226	128	51	83	67	133	4	304	129	209	166	48	164	12	28	3	0	53	10	9	58	43	11	11	6	30	10	0	5	0	8	13	27	42	30	32	16	5	4	191	596	73	63	241	110	27	9	25	10	0	65	39	28	83	52	6	12	1	262	377	162	304	118	56	45	39	18	14	8	130	183	275	13	141	121	98	21	11
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Francisellales	Francisellales	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	61	0	4	0	0	0	0	0	3	3	2	1	1	1	0	0	0	0	3	41	13	2	2	1	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	1	0	1	0	0	0	0	0	4	13	0	3	2	0	0	0	0	3	8	3	0	1	0	1	0	0	0	0	0	0	0	0	1
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Competibacterales	Competibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	7	0	1	0	1	0	0	0	0	0	4	3	0	0	0	0	2	5	0	0	2	2	3	0	9	0	0	43	1	0	0	0	6	0	0	0	1	0	8	1	11	0	0	0	0	0	0	58	0	3	9	0	14
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Thiotrichales	Thiotrichales	10	66	35	47	229	19	16	28	33	19	15	103	12	60	477	265	104	132	107	401	167	198	184	336	350	329	157	409	241	121	510	113	58	425	215	115	297	50	161	92	110	381	92	117	162	274	179	99	109	225	311	9	1263	87	154	111	62	356	69	150	27	0	427	37	53	28	75	9	18	62	156	61	22	12	17	53	24	55	225	119	192	271	14	36	218	594	175	363	623	365	103	28	121	69	21	48	241	136	204	312	94	195	25	106	197	137	300	86	76	70	121	32	97	25	272	118	137	50	151	182	172	127	64
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Piscirickettsiales	Piscirickettsiales	0	0	0	138	0	0	1	0	0	0	0	0	0	1	11	11	0	0	1	0	0	0	0	1	23	21	2	4	6	0	0	0	0	0	187	3	1	0	7	0	0	0	0	7	41	3	2	0	0	0	0	0	84	2	208	79	1	2	1	5	0	0	0	0	0	2	11	82	2	1	2	2	0	0	0	0	3	2	4	1	0	0	0	0	0	0	1	9	23	14	0	1	0	0	0	8	2	4	0	1	1	0	0	0	15	6	11	1	1	0	0	0	0	1	49	1	83	42	1	0	0	4	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Nitrosococcales	Nitrosococcales	0	1	1	40	5	13	6	3	0	0	0	0	30	0	21	0	23	39	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	5	0	0	0	0	0	1	19	21	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	63	654	1	2	0	2	0	0	1	0	0	1	0	3	0	0	1	0	0	0	0	0	3	0	11	0	0	3	0	0	0	1	5	0	0	1	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	8	0	1	3	36	80	2463	386	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Steroidobacterales	Steroidobacterales	0	0	1	0	192	12	27	24	19	0	0	0	0	0	129	134	88	180	52	184	65	10	0	0	44	15	522	502	479	123	291	170	7	0	4	88	571	117	272	8	3	3	0	6	13	163	189	191	384	331	10	10	2	2	1	5	174	673	237	296	24	5	3	1	0	0	2	13	16	56	354	121	32	10	4	0	4	20	170	182	357	87	22	1	0	0	15	18	59	276	230	90	119	141	3	0	78	83	690	503	224	34	2	1	8	41	177	152	142	176	192	76	3	17	0	0	1	5	62	392	360	326	132
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Arenicellales	Arenicellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	134	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Diplorickettsiales	Diplorickettsiales	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	17	162	7	0	5	5	0	2	1	19	0	9	24	91	3	16	0	83	1	1	0	0	59	3	10	0	0	0	3	5	38	15	19	0	0	21	6	0	0	0	0	0	24	1	1	2	1	1	0	0	0	0	0	0	4	5	5	2	2	0	0	1	15	6	109	1	20	4	0	0	0	8	1	86	10	5	2	38	15	5	28	0	12	12	12	2	0	0	4	1	1	25	39	1	1	10	17	5	1	1	0	5	14	0	0	19	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;HOC36	HOC36	0	0	2	1	3	6	81	52	10	0	0	0	1	0	5	47	56	133	29	36	3	3	0	0	6	4	175	524	1075	34	73	15	2	0	2	155	403	219	610	0	0	0	2	6	5	31	198	360	740	263	6	25	0	1	0	1	31	339	338	514	29	1	0	0	0	0	1	5	19	27	443	237	22	7	1	0	2	2	50	115	412	18	0	1	1	0	3	7	29	65	599	164	179	11	3	0	7	33	657	629	196	9	5	0	0	3	28	126	245	511	304	29	1	19	0	1	0	3	13	146	220	555	154
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Ga0077536	Ga0077536	0	0	0	41	28	8	16	1	4	0	1	0	0	0	20	134	57	33	20	12	4	0	0	0	8	2	109	266	186	13	12	10	0	0	80	220	65	31	41	3	2	1	0	71	1	121	313	208	95	36	2	1	2	1	2	59	19	68	21	43	12	0	0	0	0	0	9	16	5	10	77	35	1	3	1	0	0	7	95	37	93	4	0	0	3	12	4	2	5	79	97	16	16	9	0	24	18	49	110	95	48	4	0	2	27	6	71	172	123	47	34	8	1	3	0	0	1	161	157	103	49	56	14
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;EPR3968-O8a-Bc78	EPR3968-O8a-Bc78	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	7	2	1	0	0	0	0	0	0	3	25	138	6	0	0	0	0	0	0	4	21	26	0	0	0	0	0	1	0	2	22	66	13	0	0	0	0	0	0	0	13	36	40	4	0	0	0	1	0	0	0	0	2	23	34	1	0	0	0	0	0	0	8	19	0	0	0	0	0	0	0	0	0	48	9	19	0	0	0	2	1	12	113	13	0	0	0	0	0	0	1	4	73	23	0	0	0	0	0	0	0	0	1	6	50	5
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Tenderiales	Tenderiales	6	18	0	5	0	0	0	0	0	1	3	7	1	2	0	0	0	0	0	124	0	2	52	17	0	0	1	1	0	0	0	0	0	49	10	0	0	0	0	1	56	16	27	23	1	1	0	0	0	0	8	7	204	90	21	54	0	0	0	0	0	0	37	0	26	0	4	1	1	0	0	1	0	0	0	8	0	1	3	0	0	120	0	1	0	5	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	42	12	3	2	1	0	0	0	0	0	3	21	64	22	10	4	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Immundisolibacterales	Immundisolibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Candidatus Berkiella order incertae sedis	Candidatus Berkiella order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	4	1	0	1
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Sphingomonadales	Sphingomonadales	67	5	7	424	193	11	21	15	39	11	75	151	196	197	2593	895	1524	1140	1762	1088	24	2	21	130	39	173	56	62	47	801	163	81	167	375	74	151	250	729	45	292	83	280	9	9	39	222	44	32	50	25	189	735	285	9	14	43	221	31	12	62	4	11	10	10	5	141	42	117	5	7	101	128	5	66	22	66	52	219	268	2449	323	179	38	79	231	456	303	427	515	506	77	34	50	21	310	111	181	32	1247	260	18	32	238	61	108	190	118	17	88	84	14	6	147	236	485	87	62	135	126	334	45	31	49
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhodospirillales	Rhodospirillales	9	39	58	566	149	51	75	25	23	3	23	47	96	61	872	1240	411	561	227	295	409	1184	1669	3309	1665	774	1450	1915	2772	377	515	185	260	1366	3262	1875	1044	776	457	152	378	2035	3944	1695	2340	1361	1709	1534	2159	723	630	31	1632	1309	4034	2957	1378	2424	1188	1367	45	1	223	26	53	895	347	51	75	50	1561	1021	23	13	4	27	95	101	1138	988	1048	152	173	53	1722	3815	658	748	3895	795	1341	455	648	118	17	477	836	1313	881	987	552	87	48	2423	2029	1265	1544	1545	1088	1135	932	270	365	46	1277	1344	3215	231	1472	2850	1193	1437	332
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhizobiales	Rhizobiales	3604	104	24	1457	51	1	5	1	7	11	100	187	257	258	704	568	110	591	175	380	26	5	240	660	28	34	68	38	6	60	1	27	191	1142	541	31	103	116	24	368	145	208	109	276	100	15	9	18	55	6	1952	1539	447	190	169	240	234	6	12	7	10	1	227	26	76	1072	189	65	97	8	7	585	2	10	12	139	76	169	258	784	166	14	7	72	79	260	66	196	416	73	1	10	6	13	179	108	157	84	46	30	6	9	83	169	436	160	27	79	20	13	72	15	694	588	209	166	120	233	51	105	19	10	353
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rickettsiales	Rickettsiales	6	4	2	65	607	12	23	12	8	3	5	8	7	10	388	401	202	70	51	43	11	6	30	132	740	110	342	453	155	162	50	10	29	22	526	225	501	67	58	37	161	68	145	260	862	363	235	202	105	77	20	26	69	219	417	292	110	790	106	75	7	3	3	1	2	16	66	16	45	6	173	56	20	13	2	2	5	164	205	256	154	28	12	26	33	102	95	135	685	373	64	46	36	7	21	38	153	168	343	147	42	15	22	80	168	628	389	168	163	79	42	35	8	18	26	205	498	27	668	335	478	104	58
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Caulobacterales	Caulobacterales	6	27	2	163	9	4	2	4	44	65	90	128	155	117	176	233	88	791	1548	712	222	24	5	33	2	8	4	2	3	129	249	684	48	11	20	4	76	96	70	277	25	65	3	43	134	10	14	11	77	76	49	6	28	20	9	55	33	7	2	17	6	9	39	58	47	859	18	9	9	5	25	22	10	17	86	44	13	80	89	221	71	697	668	47	98	21	16	5	9	21	0	24	14	293	99	13	213	127	281	246	59	345	65	20	53	13	6	26	37	28	67	575	129	9	91	135	40	82	16	85	7	10	13
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhodobacterales	Rhodobacterales	884	849	358	3514	2040	423	330	904	2061	6057	2388	511	699	680	3564	3616	2506	7695	10614	22153	6232	11753	6748	6475	4813	5299	2815	4210	4666	14073	9778	9710	24510	18750	5426	3363	3398	1540	15212	22239	13851	12122	3238	2770	3172	2110	3698	3264	7028	5968	10204	541	5563	1625	2180	2804	2685	3818	3190	2196	3019	3032	19083	2229	2207	6895	2325	379	1022	952	3547	2094	2435	1081	5442	1577	696	1143	4239	5896	5593	21727	12355	16886	12228	8863	8541	9488	6108	9729	2928	9707	5310	14376	7653	2634	10637	3295	7282	4873	8356	16751	3034	2790	3448	2575	2123	4921	3383	2693	4484	5603	9452	1339	3402	6498	3481	807	3665	4387	2517	2921	1958
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Paracaedibacterales	Paracaedibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2	0	0	24	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	63	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	9	27	0	0	0	0	0	0	0	2	10	3680	3	1	0	2	1	1	0	0	12	1	2	1	846	1	0	1	1	0	0	0	2	0	87	0	51
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Puniceispirillales	Puniceispirillales	89	858	345	1253	865	65	57	70	203	212	230	163	376	342	1291	1028	605	647	744	2017	1110	1054	4996	3043	2579	853	1212	1082	736	2111	1741	637	1827	2148	3660	606	1432	209	902	1608	1972	5372	2208	3380	3357	1365	1110	962	1649	1077	1235	105	6355	3666	3090	2276	340	1836	722	497	130	97	914	381	887	1084	703	104	195	126	470	254	110	157	180	97	183	376	798	658	473	1681	3074	1811	3247	3425	1532	1273	2480	846	419	479	388	1163	120	213	739	791	1618	771	737	2047	416	2129	3837	2912	1472	1202	795	535	649	1986	986	258	2979	4672	3273	242	2223	946	1149	628	476
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Kiloniellales	Kiloniellales	0	0	0	0	0	0	1	0	0	0	1	29	74	25	31	49	17	48	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	23	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Pelagibacterales	Pelagibacterales	211	838	969	4147	5174	1072	1316	1127	527	141	921	974	1188	1328	6171	6738	5045	4487	3579	3745	6609	8070	10210	11855	8332	4088	12917	11466	12455	10488	11766	3294	4267	5009	10306	8039	16504	7612	2991	3152	3027	9127	16702	12023	17962	15398	10616	9768	14097	7446	8462	349	12667	9098	15777	15710	12481	35159	11623	15646	1527	179	4756	484	432	3682	2781	371	1838	2564	8896	8062	1518	336	73	760	874	2466	6229	8320	9834	2376	8516	2212	7088	7856	4507	3088	12799	5430	6134	5441	5409	5581	306	1702	6518	18055	9451	6989	4143	1221	554	13060	15598	16676	17944	9057	7875	7369	5810	8727	6091	497	12629	6946	11919	968	15101	24979	19469	15864	7640
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Thalassobaculales	Thalassobaculales	1	19	46	287	168	47	81	22	14	4	10	18	63	35	105	850	167	177	138	76	37	263	508	472	253	153	368	719	1089	92	122	39	19	103	336	640	228	123	234	25	77	187	423	273	266	175	400	344	278	81	66	7	78	117	215	282	181	238	144	107	68	4	33	11	18	224	190	18	108	49	365	272	27	8	3	17	41	68	474	340	258	34	6	4	324	656	64	214	506	276	609	168	181	17	5	35	126	204	229	289	208	11	6	276	243	38	133	282	164	99	70	40	7	11	55	81	202	25	381	635	123	154	16
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Sneathiellales	Sneathiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Tistrellales	Tistrellales	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Parvibaculales	Parvibaculales	7	12	33	240	215	34	109	69	47	149	31	12	17	53	328	604	591	570	261	1108	657	197	116	201	337	141	1360	2492	1820	393	1096	310	854	103	414	618	1469	386	808	146	423	326	168	262	470	512	645	635	1196	894	357	26	154	619	297	270	558	1680	652	1022	53	16	80	83	29	166	105	38	51	141	729	270	59	46	159	31	53	108	426	341	1000	649	1743	2736	373	496	242	139	324	389	1044	405	621	571	26	38	128	184	1379	943	725	432	40	198	296	463	436	519	409	541	554	396	154	45	91	675	319	80	505	1589	1053	967	400
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Defluviicoccales	Defluviicoccales	2	3	13	53	132	19	37	6	10	5	9	1	13	17	225	536	164	150	53	104	49	17	157	145	503	143	348	688	565	84	135	63	4	8	132	384	375	103	219	23	22	249	87	113	314	366	567	312	235	99	17	5	45	42	73	203	145	571	239	202	25	3	12	4	1	36	84	10	23	22	198	127	8	11	2	0	14	33	360	217	268	29	26	5	412	234	99	97	295	231	335	94	67	64	11	0	115	197	389	262	180	15	9	64	106	159	303	340	225	126	110	103	4	19	16	39	92	15	550	427	349	258	76
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Micavibrionales	Micavibrionales	0	0	0	272	0	0	0	0	1	2	0	2	0	3	2	0	0	0	0	0	0	0	6	0	0	0	1	5	1	5	0	0	0	0	0	0	0	0	0	0	1	6	2	0	3	1	0	1	1	0	0	3	80	11	0	0	0	0	0	0	0	0	0	0	0	0	77	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	9	0	0	0	2	732	13	0	0	1	1	0	0	0	0	0	0	0	0	12	1	0	0	0	2	0	3	2	0	0	198	6	4	1	2	0	0	0	66
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Holosporales	Holosporales	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Kordiimonadales	Kordiimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0
