OTU	D2.May15	D2.Jun15	D2.Jul15	D2.Aug15	D2.Oct15	D2.Nov15	D2.Jan16	D2.Feb16	D2.Mar16	D2.Apr16	D2.May16	D2.Jun16	D2.Jul16	D2.Aug16	D2.Oct16	D2.Nov16	D2.Dec16	D2.Jan17	D2.Feb17	D2.Mar17	D2.Apr17	D2.May17	D2.Jun17	D2.Jul17	D2.Aug17	D2.Sep17	D2.Nov17	D2.Dec17	D2.Jan18	D2.Feb18	D2.Mar18	D2.Apr18	D2.May18	D2.Jun18	D2.Aug18	D2.Nov18	D2.Dec18	D2.Jan19	D2.Feb19	D2.Apr19	D2.May19	D2.Jun19	D2.Jul19_STR	D2.Aug19	D2.Sep19	D2.Oct19	D2.Nov19	D2.Dec19	D2.Jan20	D2.Feb20	D2.Apr20	D2.May20	D2.Jun20	D2.Jul20	D2.Aug20	D2.Sep20	D2.Nov20	D2.Dec20	D2.Jan21	D2.Feb21	LUR20.Feb15	LUR20.Mar15	LUR20.Apr15	LUR20.May15	LUR20.Jun15	LUR20.Jul15	LUR20.Aug15	LUR20.Sep15	LUR20.Oct15	LUR20.Nov15	LUR20.Dec15	LUR20.Jan16	LUR20.Feb16	LUR20.Mar16	LUR20.Abr16	LUR20.May16	LUR20.Aug16	LUR20.Sep16	LUR20.Nov16	LUR20.Dec16	LUR20.Jan17	LUR20.Mar17	LUR20.Apr17	LUR20_May17	LUR20.Jun17	LUR20.Jul17	LUR20.Aug17	LUR20.Sep17	LUR20.Oct17	LUR20.Nov17	LUR20.Jan18	LUR20.Feb18	LUR20.Mar18	LUR20.Apr18	LUR20.May18	LUR20.Aug18	LUR20.Oct18	LUR20.Nov18	LUR20.Dec18	LUR20.Jan19	LUR20.Feb19	LUR20.Mar19	LUR20.Apr19	LUR20.Jul19_STR	LUR20.Aug19	LUR20.Sep19	LUR20.Oct19	LUR20.Nov19	LUR20.Dec19	LUR20.Jan20	LUR20.Feb20	LUR20.Mar20	LUR20.Apr20	LUR20.May20	LUR20.Jun20	LUR20.Jul20	LUR20.Aug20	LUR20.Sep20	LUR20.Oct20	LUR20.Nov20	LUR20.Dec20	LUR20.Jan21	LUR20.Feb21	classification
SWARM_252	0	0	46	14	44	0	0	0	1	4	30	7	5	0	17	2	0	0	0	0	0	0	0	13	126	114	23	1	0	0	0	0	11	333	442	2	0	0	0	1	0	0	0	31	43	7	0	0	2	0	2	5	1	1202	14	11	2	1	0	0	0	0	0	0	1	56	34	261	9	0	0	3	0	1	2	24	6	7	1	0	0	0	0	17	0	152	155	82	182	30	0	0	0	0	11	308	51	3	12	0	0	1	0	0	182	300	3	1	0	1	2	10	1	8	27	2163	201	13	1	0	2	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group
SWARM_550	0	1	0	33	5	2	0	0	3	5	0	0	0	1	1	0	21	0	0	0	0	0	121	27	0	6	1	1	1	8	0	0	1	5	1	1	2	22	8	12	78	72	86	0	1	3	0	0	1	0	0	2	64	17	0	3	1	22	12	5	0	0	0	4	0	485	4	4	0	0	4	0	0	9	0	2	0	0	15	9	2	1	1	1	124	0	0	1	3	1794	0	0	0	0	3	0	543	4	7	9	2	0	2	245	23	4	0	0	0	0	0	0	3	7	457	17	1	1	52	70	22	0	9	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Enterobacterales;Idiomarinaceae;Idiomarina
SWARM_186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	30	0	0	0	1	0	0	0	1	48	0	0	0	0	0	0	0	1	5	1	0	0	0	2	0	0	5	0	0	25	0	0	1	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	3	0	0	1	5	7	0	0	1	8	0	0	0	0	0	0	3	0	0	2	2	1	2	1	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium
SWARM_15699	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	6	1	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Leeuwenhoekiella
SWARM_258	87	138	1	6	2	11	0	4	5	194	213	19	1	2	1	33	14	7	10	201	23	219	76	11	4	5	47	6	8	28	64	27	589	82	8	4	12	1	13	37	537	204	12	5	9	7	3	5	8	11	20	2	16	295	6	20	0	12	18	7	2	11	141	14	23	363	6	10	52	23	3	16	4	3	161	40	3	4	26	2	12	197	257	417	33	19	27	4	3	79	3	5	69	36	101	0	9	11	11	8	12	155	13	19	18	14	12	4	6	9	10	12	23	5	33	417	35	7	20	4	22	12	13	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;SAR92 clade
SWARM_555	2	0	0	0	0	1	4	32	84	262	73	0	0	0	0	3	3	28	100	337	102	69	0	0	0	0	0	0	1	28	20	6	82	12	0	1	0	0	129	129	104	46	0	0	0	0	0	0	12	0	4	0	0	0	0	0	0	0	0	0	65	89	77	15	11	0	0	0	1	1	3	2	95	23	245	26	0	1	4	0	18	242	39	2	14	3	2	0	5	0	3	170	60	218	0	0	16	5	0	4	152	231	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
SWARM_992	1	0	0	0	0	0	5	3	7	2	0	0	0	0	0	2	20	41	5	2	0	0	0	0	0	0	20	9	201	77	0	0	0	0	1	2	37	52	19	2	0	0	0	0	0	2	13	52	135	0	1	2	0	0	0	0	23	55	56	4	12	0	0	0	0	0	0	9	4	0	62	88	3	0	0	0	0	0	1	174	32	0	0	2	2	0	0	0	3	6	135	39	122	1	0	0	2	10	72	488	20	1	17	0	0	0	0	14	37	138	37	0	0	2	0	0	0	8	0	23	25	96	4	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae
SWARM_1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	0	0	1	0	3	0	0	2	1	0	0	0	0	0	1	0	1	2	8	0	0	0	11	0	0	78	3	0	0	0	0	0	1	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
SWARM_990	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	63	0	2	17	0	3	0	0	0	0	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	5	0	9	0	5	0	0	0	0	0	7	28	6	2	1	4	21	0	6	3	1	0	0	8	0	2	0	0	1	8	7	0	0	1	1	3	0	3	0	0	0	0	0	0	4	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae
SWARM_991	0	0	0	0	2	0	0	0	0	0	0	0	0	0	20	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	1244	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	88	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	943	3	1	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
SWARM_996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	2	1	0	0	0	2	6	12	0	5	0	0	0	0	4	0	10	0	0	0	0	1	0	4	5	4	0	0	0	3	1	0	0	1	10	3	0	0	3	1	1	1	0	0	2	1	0	2	1	8	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Succinivibrio
SWARM_2531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	8	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae
SWARM_2829	0	0	0	0	7	4	0	0	0	0	0	0	0	0	2	46	6	1	0	0	0	0	0	0	1	0	77	262	26	1	2	2	0	0	0	68	75	11	2	0	0	0	0	0	5	33	73	12	3	9	0	2	0	1	0	0	39	132	7	25	2	0	0	0	0	0	0	10	2	0	7	0	0	0	0	0	0	0	11	15	3	0	0	0	0	0	1	0	2	3	9	1	4	1	0	0	4	27	36	17	0	0	0	0	0	0	29	37	13	8	17	0	1	0	1	0	0	0	62	70	65	13	2	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007
SWARM_2828	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	41	127	3	0	0	0	0	159	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	52	2	1	0	2	24	5	19	0	11	5	3	0	15	0	0	0	2	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	210	2	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Stakelama
SWARM_998	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;Neptuniibacter
SWARM_2435	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	4	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	1	5	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	3	0	0	61	1	0	0	2	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae
SWARM_9699	0	0	0	5	1	0	0	1	0	0	0	0	1	0	115	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	6	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius
SWARM_5336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SWARM_544	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	19	7	1	0	0	0	1	0	0	2	2	2	5	21	0	0	0	1	0	2	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	2	1	10	12	0	0	4	1	0	0	0	0	0	0	32	0	0	0	1	2	1	5	62	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter
SWARM_108	167	94	6	225	27	15	2	4	13	18	134	58	63	22	19	186	35	152	301	81	46	257	3161	866	44	111	98	109	95	22	76	164	966	264	18	121	37	27	80	558	326	1564	684	88	144	44	47	55	118	15	904	49	1233	11	52	50	78	61	53	41	35	4	1735	127	78	43	232	9	62	33	136	46	6	1	13	171	16	19	140	77	43	65	67	531	1211	631	18	104	263	58	34	32	84	34	182	3	102	59	45	124	44	19	99	222	69	19	63	55	70	31	39	70	184	144	615	20	31	3	52	71	25	65	9	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
SWARM_1321	0	0	0	0	16	2	3	0	2	0	0	0	0	0	24	75	10	5	2	3	0	0	1	9	54	20	52	40	27	4	2	0	0	0	12	59	33	3	2	0	0	3	2	25	28	118	66	60	9	5	0	0	4	0	0	4	27	124	23	10	0	0	0	0	0	0	0	0	2	2	19	10	1	0	0	0	0	1	31	29	8	0	0	0	1	0	12	9	58	44	10	3	0	0	0	0	3	29	14	17	3	0	1	4	11	21	120	41	40	12	1	2	0	1	0	0	4	1	115	78	65	28	6	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Defluviicoccales
SWARM_2471	1	1	9	5	7	1	0	0	0	0	0	0	2	0	456	1	1	0	0	0	0	0	14	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	16	19	28	7	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	25	21	2	0	0	0	0	0	1	1	0	1	6	44	7	15	2	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter
SWARM_1326	0	0	0	0	0	0	2	2	1	3	0	1	0	0	0	13	241	104	29	210	1	2	0	0	0	0	0	15	5	5	229	3	1	0	0	88	29	16	0	0	0	0	0	0	0	0	0	0	7	123	1	2	0	0	0	0	0	3	1	13	1	0	0	0	0	0	0	0	0	44	16	3	0	0	3	1	0	0	54	13	46	28	0	0	0	0	1	0	0	0	2	1	67	38	2	0	3	6	18	14	64	2	0	0	0	0	0	0	0	12	145	0	0	0	0	0	0	0	7	0	2	1	10	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;NS10 marine group
SWARM_1325	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	45	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	1	0	0	1	0	0	0	0	0	0	0	5	0	0	1	3	7	5	9	1	1	19	0	0	0	0	0	0	3	0	1	0	1	0	0	31	1	0	0	0	2	0	0	0	0	149	1	3	7	1	5	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Unknown Flavobacteriales family 2
SWARM_1324	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	295	0	69	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	1	28	165	2	13	0	11	0	0	0	14	0	9	1	2	1	0	4	0	3	0	6	1	4	2	9	1	0	12	126	29	0	2	0	16	0	0	0	0	54	7	3	64	19	5	1	5	0	0	8	5	0	15	0	195	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae
SWARM_4798	0	0	0	5	62	3	2	1	0	0	2	3	4	0	96	18	22	3	2	4	0	0	0	0	1	6	0	0	0	1	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	4	0	0	7	8	0	0	62	1	7	0	0	0	0	0	0	1	0	9	0	0	2	1	0	1	0	2	11	0	0	11	0	0	0	1	13	0	0	3	4	1	0	0	2	0	0	3	12	1	1	0	2	1	0	1	10	8	4	2	1	0	0	0	0	3	14	2	1	1	1	1	20	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Zunongwangia
SWARM_13672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	21	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
SWARM_9791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	36	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum
SWARM_4620	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	111	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	7	3	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae
SWARM_1341	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	8	100	7	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae
SWARM_4622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005
SWARM_1892	4	0	0	85	0	0	0	1	0	0	0	0	0	0	2	1	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	5	2	1	1	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	6	82	0	0	0	0	0	0	1	3	1	1	86	0	0	1	0	16	0	3	0	1	0	0	17	1	5	23	0	0	2	2	3	0	0	0	1	7	1	2	0	1	0	0	1	0	0	2	0	0	3	0	15	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae
SWARM_1146	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	11	0	0	1	0	0	0	0	0	1	11	0	6	0	1	2	8	0	4	0	1	5	36	27	0	0	0	8	0	0	6	0	1	1	2	2	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	1	3	14	0	17	4	0	0	0	0	0	7	0	0	0	13	23	0	3	3	5	0	0	5	0	0	0	0	0	0	1	0	1	0	9	0	1	0	0	0	0	4	0	0	1	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
SWARM_277	0	0	0	0	1	0	1	0	1	0	8	1	0	0	9	20	1	2	1	2	2	29	3	1	5	18	0	1	0	0	0	0	1	0	0	38	2	0	0	17	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	9	173	3	7	23	5	0	0	0	5	1	2	14	0	0	0	0	1	129	92	3	17	0	7	0	2	0	0	18	3	6268	64	1	1	0	1	5	3	1	0	1	0	0	0	0	0	1	2	61	20	0	0	7	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola
SWARM_3498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus
SWARM_5526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	221	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	34	0	1	13	1	0	0	0	0	0	1	0	0	2	0	56	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium
SWARM_1846	0	0	0	0	0	0	1	2	1	0	0	1	0	1	7	11	17	28	7	45	45	16	2	2	0	0	19	44	43	14	75	25	4	0	0	8	111	11	33	14	16	34	1	0	2	10	11	2	12	49	34	12	28	2	8	5	4	80	26	48	0	1	16	6	0	7	0	0	0	1	15	10	0	0	0	2	0	2	4	27	25	32	16	5	30	15	1	0	1	10	33	10	22	25	0	0	7	18	61	75	28	16	2	1	0	1	10	11	11	11	33	45	12	6	24	5	27	1	14	19	50	42	42	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria
SWARM_1632	1	2	5	44	0	1	0	0	0	0	0	0	0	5	1	0	2	0	0	0	0	7	95	39	55	11	2	0	0	0	0	0	0	51	4	0	1	0	0	0	5	9	96	57	19	3	1	0	1	0	5	0	104	86	191	95	1	5	0	0	0	0	4	0	3	65	13	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	34	22	8	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	99	46	24	6	0	0	1	0	2	4	0	54	63	141	2	16	5	1	2	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Clade III
SWARM_919	4	3	3	0	119	8	3	1	0	2	3	1	0	0	8	134	37	32	3	13	6	0	0	26	7	3	64	78	37	33	31	1	24	35	0	58	110	11	10	110	215	70	0	1	6	54	49	27	1	8	5	0	4	0	1	2	14	135	15	32	3	1	3	9	3	0	0	0	11	2	12	4	0	2	1	1	1	1	95	72	12	19	1	59	0	10	2	1	7	38	19	3	3	2	30	0	9	99	70	31	3	15	4	1	4	9	62	38	6	4	5	7	8	8	3	0	0	1	149	46	55	27	19	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum
