OTU	D2-May15	D2-Jun15	D2-Jul15	D2-Aug15	D2-Oct15	D2-Nov15	D2-Dec15	D2-Jan16	D2-Feb16	D2-Mar16	D2-Apr16	D2-May16	D2-Jun16	D2-Jul16	D2-Aug16	D2-Sep16	D2-Oct16	D2-Nov16	D2-Dec16	D2-Jan17	D2-Feb17	D2-Mar17	D2-Apr17	D2-May17	D2-Jun17	D2-Jul17	D2-Aug17	D2-Sep17	D2-Oct17	D2-Nov17	D2-Dec17	D2-Jan18	D2-Feb18	D2-Mar18	D2-Apr18	D2-May18	D2-Jun18	D2-Aug18	D2-Sep18	D2-Oct18	D2-Nov18	D2-Dec18	D2-Jan19	D2-Feb19	D2-Apr19	D2-May19	D2-Jun19	D2-Jul19_STR	D2-Aug19	D2-Sep19	D2-Oct19	D2-Nov19	D2-Dec19	D2-Jan20	D2-Feb20	D2-Apr20	D2-May20	D2-Jun20	D2-Jul20	D2-Aug20	D2-Sep20	D2-Oct20	D2-Nov20	D2-Dec20	D2-Jan21	D2-Feb21	LUR20-Feb15	LUR20-Mar15	LUR20-Apr15	LUR20-May15	LUR20-Jun15	LUR20-Jul15	LUR20-Aug15	LUR20-Sep15	LUR20-Oct15	LUR20-Nov15	LUR20-Jan16	LUR20-Feb16	LUR20-Mar16	LUR20-Abr16	LUR20-May16	LUR20-Jun16	LUR20-Jul16	LUR20-Aug16	LUR20-Sep16	LUR20-Nov16	LUR20-Dec16	LUR20-Jan17	LUR20-Feb17	LUR20-Mar17	LUR20-Apr17	LUR20_May17	LUR20-Jun17	LUR20-Jul17	LUR20-Aug17	LUR20-Sep17	LUR20-Oct17	LUR20-Nov17	LUR20-Jan18	LUR20-Feb18	LUR20-Mar18	LUR20-Apr18	LUR20-May18	LUR20-Jun18	LUR20-Jul18	LUR20-Aug18	LUR20-Sep18	LUR20-Oct18	LUR20-Nov18	LUR20-Feb19	LUR20-Mar19	LUR20-Apr19	LUR20-Jul19_STR	LUR20-Aug19	LUR20-Sep19	LUR20-Oct19	LUR20-Nov19	LUR20-Dec19	LUR20-Jan20	LUR20-Feb20	LUR20-Mar20	LUR20-Apr20	LUR20-May20	LUR20-Jun20	LUR20-Jul20	LUR20-Aug20	LUR20-Sep20	LUR20-Oct20	LUR20-Nov20	LUR20-Dec20	LUR20-Jan21	LUR20-Feb21	classification
SWARM_4560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0	20	0	29	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3 X
SWARM_1081	0	32	0	0	0	0	0	0	0	0	0	0	26	23	1	1	1	0	0	0	0	0	0	1	19	219	19	3	0	1	0	0	0	0	0	0	1	159	0	0	0	0	0	0	0	0	0	327	43	2	0	0	0	0	0	5	9	3	0	8	0	0	1	0	0	0	0	0	0	1	5	0	9	0	0	0	0	0	0	0	45	19	17	1	0	0	0	0	0	0	0	0	7	62	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	43	39	0	0	0	0	0	0	0	1	1	0	0	3	1	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14
SWARM_6370	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa;Colpodellidea;Colpodellida
SWARM_1084	19	0	0	0	0	0	0	0	1	6	0	0	0	3	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	69	3	4	78	0	0	4	7	0	0	0	0	18	11	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	1	0	11	0	0	0	0	0	0	0	2	3	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	1	13	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;Thalassiosira
SWARM_6154	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida
SWARM_517	1248	0	0	11	6	0	1	2	2	2	0	41	12	1	3	1	1	0	0	0	1	0	0	5	2	19	8	4	0	0	0	0	1	0	4	0	4	36	8	14	0	0	0	2	5	34	14	33	1	1	0	0	1	0	0	460	117	4	63	1	0	70	67	0	0	0	92	0	17	48	3	2	0	12	16	2	0	25	0	0	4	1	0	6	4	0	0	1	0	0	0	8	0	0	7	0	3	0	0	1	1	0	117	30	262	62	0	8	0	0	3	74	4	17	67	1	0	0	0	0	0	41	18	6	8	0	42	2	0	0	0	5	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;Pelagodinium;Pelagodinium beii
SWARM_104	222	161	161	0	770	346	13	7	2	0	30	1139	815	456	3386	1226	460	420	21	1	38	21	312	633	930	163	622	130	99	1306	92	6	12	37	42	1834	5	107	7	39	173	25	6	316	57	729	830	896	113	1370	102	23	10	52	0	1027	49	130	269	63	156	33	56	168	0	0	0	6	7478	657	289	1	0	22	847	193	0	14	5	30	10824	490	693	4794	560	228	7	0	8	36	134	4132	239	470	21	115	182	48	0	28	0	11	3	5	0	0	0	1	25	173	32	25	817	184	751	90	13	16	1	5	6	98	4	120	397	75	5	62	74	66	0	1	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Florenciellales;Pseudochatonella;Pseudochatonella sp.
SWARM_510	0	4	2	0	218	5	4	20	31	15	0	3	4	11	66	1	260	9	11	3	0	9	6	0	0	113	231	13	0	41	13	6	3	18	0	0	0	36	9	11	0	58	18	2	0	8	44	10	14	412	277	65	35	1	0	0	7	1	14	1	1	18	1	66	4	6	15	0	1	5	11	0	9	17	41	28	31	39	4	0	18	3	283	21	262	19	19	38	5	10	4	2	4	59	22	60	11	65	1	1	0	0	0	0	0	0	2	0	0	2	1	1	37	178	258	505	26	17	0	0	1	0	0	35	16	10	0	61	8	30	9	6	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-22;Dino-Group-II-Clade-22 X;Dino-Group-II-Clade-22 X sp.
SWARM_458	4	69	1	2	10	21	3	4	5	2	4	0	22	5	8	46	15	4	0	6	154	0	59	1	212	8	8	4	0	5	0	19	150	97	43	2	0	190	4	14	16	2	4	3	1	7	21	52	97	166	5	0	0	21	9	21	0	60	2	337	131	12	5	95	10	9	112	151	20	35	90	0	27	2	72	27	1	17	5	2	20	14	11	8	21	3	0	1	22	0	6	4	56	40	3	8	183	0	4	88	15	76	0	1	0	1	1	0	0	2	21	3	19	12	16	4	0	2	0	25	1	5	2	8	0	388	26	6	24	51	5	7	Main genome;Eukaryota;Hacrobia;Haptophyta kingdom incertae sedis;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina sp.
SWARM_108	0	0	3	9	377	881	245	781	326	104	53	2	1	1	12	16	144	854	269	79	31	6	4	1	10	18	47	20	0	455	470	362	89	79	0	2	0	0	0	7	200	361	667	133	3	14	23	1	2	33	1706	247	202	22	1	1	1	3	0	1	135	19	122	1147	144	219	311	1	7	14	0	1	25	1	2100	1381	1850	524	82	122	1	2	39	16	133	2404	639	406	165	16	3	2	22	216	164	41	194	290	112	26	106	1	1	0	0	0	0	18	224	140	22	0	24	91	93	762	73	73	44	36	10	5	0	8	2	5	4	540	180	732	163	69	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonas;Pelagomonas calceolata
SWARM_455	0	0	0	1	0	1	1	9	18	183	120	1	0	0	0	0	0	3	0	203	62	40	12	2	0	0	0	0	0	6	3	14	18	1846	0	14	0	0	0	0	0	6	62	49	1	5	0	0	2	0	2	2	0	2	0	4	0	0	0	0	0	0	2	0	8	36	730	3	23	4	7	0	0	0	5	6	12	16	5	182	0	0	0	1	0	1	3	53	308	73	11	3	2	0	1	0	0	0	8	6	16	0	0	0	0	0	0	0	6	232	45	0	0	0	0	3	0	1	0	7	29	0	0	0	0	0	0	0	3	0	18	32	Main genome;Eukaryota;SAR;Stramenopiles;Pseudofungi;MAST-1;MAST-1B;MAST-1B X;MAST-1B XX;MAST-1B XX sp.
SWARM_1283	0	0	0	0	6	19	85	8	0	0	0	1	2	0	67	36	0	57	16	209	2	1	1	4	0	5	6	1	0	28	0	5	0	0	0	0	0	0	0	2	4	0	1	16	0	0	0	0	28	21	2	34	11	23	0	0	0	0	0	3	29	11	43	0	6	2	9	11	1	0	0	0	7	4	75	74	22	8	0	0	0	0	4	116	23	71	0	23	13	4	0	0	1	21	0	3	28	26	8	0	0	0	0	0	0	0	0	0	1	3	0	0	0	8	5	0	35	7	0	3	2	0	0	0	0	6	5	18	32	0	1	0	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae X
SWARM_882	0	1	0	0	0	3	2	68	21	0	0	0	0	2	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	10	22	195	1	221	0	0	0	0	0	0	11	13	26	2	0	0	0	0	0	0	2	29	608	5	1	0	0	0	0	0	0	0	0	37	20	1	13	2	0	0	0	0	0	0	46	104	521	10	9	0	0	0	0	0	0	29	89	21	36	0	0	0	0	0	0	0	0	12	264	2	21	39	2	0	0	0	0	0	8	0	11	0	0	0	0	0	0	278	22	27	2	1	0	0	0	0	0	0	5	13	51	2	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11 X;Dino-Group-II-Clade-10-and-11 X sp.
SWARM_519	3	17	181	24	16	21	3	0	0	3	178	16	0	25	61	56	28	3	12	3	1	2	0	6	1	80	0	0	1	62	4	0	0	2	0	362	24	0	2	18	0	3	0	0	18	51	0	22	1	9	16	20	1	4	0	4	2	0	17	0	0	4	2	2	0	0	0	50	66	2	43	32	163	1	17	24	0	0	0	204	6	0	165	121	147	17	2	0	0	3	0	151	52	396	9	2	104	18	0	0	3	0	7	2	0	0	0	0	0	0	0	7	61	7	12	16	35	2	0	1	0	3	13	0	12	35	0	13	11	1	0	1	Main genome;Eukaryota;SAR;Stramenopiles;Opalozoa;MAST-12;MAST-12A;MAST-12A X
SWARM_3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	3	0	0	0	0	0	0	0	0	0	7	87	2	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	Main genome;Eukaryota;Hacrobia;Haptophyta kingdom incertae sedis;Haptophyta;Haptophyta Clade HAP4;Haptophyta Clade HAP4 X;Haptophyta Clade HAP4 XX;Haptophyta Clade HAP4 XXX;Haptophyta Clade HAP4 XXX sp.
SWARM_3523	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	9	8	0	0	0	0	0	0	0	0	0	0	24	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	21	0	1	0	4	0	Main genome;Eukaryota;Amorphea;Choanoflagellida;Choanoflagellida (phylum);Choanoflagellatea;Acanthoecida;Acanthoecidae Group G
SWARM_17268	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Opalozoa;MAST-3
SWARM_3142	0	4	0	0	1	0	0	0	0	1	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1	1	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II X;Dino-Group-II XX
SWARM_5749	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;Amorphea;Mesomycetozoa;Ichthyosporea;Rhynosporida
SWARM_892	1	0	0	0	4	165	12	3	1	0	0	0	2	3	0	0	13	136	5	0	0	1	0	1	8	211	13	35	0	17	14	7	6	1	16	6	0	3	13	77	49	1	10	0	1	0	14	27	148	119	17	7	0	0	0	0	0	3	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	15	26	0	0	0	0	0	0	2	1	9	40	0	3	1	0	0	2	4	58	16	31	90	6	0	0	0	2	14	1	17	1	0	2	8	6	1	0	11	18	0	7	0	0	2	0	0	0	0	2	0	0	0	2	0	1	1	0	Main genome;Eukaryota;SAR;Stramenopiles;Sagenista;MAST-9;MAST-9A;MAST-9A X;MAST-9A XX;MAST-9A XX sp.
SWARM_891	0	0	0	1	5	205	2	20	2	0	0	0	1	0	0	0	0	60	1	1	0	1	0	0	0	0	0	1	0	60	14	44	5	8	0	0	0	0	0	0	50	168	23	10	0	0	0	0	0	0	0	115	74	47	2	0	1	0	0	0	0	0	13	15	7	1	0	0	0	0	0	0	0	0	91	62	4	4	0	0	0	0	0	0	0	14	81	36	17	0	0	0	0	0	3	0	0	0	16	0	1	0	0	0	0	0	0	0	41	6	0	0	0	0	0	0	24	170	19	5	0	1	0	0	0	0	0	0	22	9	12	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4 X;Dino-Group-I-Clade-4 X sp.
SWARM_3146	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II
SWARM_1364	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	11	167	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	2	7	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-29;Dino-Group-II-Clade-29 X;Dino-Group-II-Clade-29 X sp.
SWARM_1363	0	0	2	0	1	7	0	0	2	1	1	0	0	17	2	0	2	25	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	6	5	1	3	0	0	0	172	4	194	2	5	20	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	100	46	3	0	0	0	0	0	3	8	5	23	7	1	1	0	0	0	0	0	0	0	23	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	28	26	29	8	5	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-5
SWARM_1361	0	0	0	0	1	0	0	1	0	0	0	0	0	0	15	74	1	0	7	18	101	0	0	0	0	0	0	1	0	0	17	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	5	0	13	7	1	1	48	1	0	0	0	0	0	0	80	1	53	0	0	0	0	0	0	114	25	1	1	12	220	7	0	0	0	1	0	0	0	0	21	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	1	0	Main genome;Eukaryota;SAR;Stramenopiles;Sagenista;MAST-6;MAST-6 X;MAST-6 XX;MAST-6 XXX;MAST-6 XXX sp.
SWARM_885	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	9	113	0	0	18	0	0	3	0	0	0	0	38	17	31	0	0	33	3	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	5	6	0	1	0	0	0	0	0	1	13	0	0	10	4	0	0	0	0	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Ventrifissuridae;Ventrifissuridae X
SWARM_1406	0	0	0	0	0	13	0	0	22	28	9	1	0	0	0	0	0	4	9	0	19	2	0	0	0	0	0	0	0	0	26	29	24	17	0	0	0	0	0	0	0	2	0	24	0	3	1	0	0	0	5	4	7	69	1	0	0	0	0	0	0	0	3	9	1	10	129	52	2	4	0	0	4	0	0	14	22	140	21	10	10	0	0	0	0	44	9	18	19	4	1	0	0	0	0	0	0	1	8	14	4	0	0	0	0	0	0	0	0	36	3	2	1	1	0	2	1	0	12	9	4	0	0	0	0	5	0	3	1	6	2	6	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidales X;Nephroselmis;Nephroselmis pyriformis
SWARM_2057	0	0	0	0	1	0	0	1	8	9	2	1	0	0	0	0	0	6	1	1	8	0	0	0	0	0	0	0	0	1	6	7	0	64	0	8	0	0	0	0	0	1	7	75	0	3	0	0	0	0	0	11	1	26	0	9	0	0	0	0	0	0	2	1	8	5	4	0	0	1	0	0	0	0	2	0	21	9	0	0	0	0	0	0	0	0	5	20	7	2	0	1	0	0	0	0	0	0	9	2	1	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	1	0	3	25	Main genome;Eukaryota;Amorphea;Choanoflagellida;Choanoflagellida (phylum);Choanoflagellatea;Acanthoecida;Stephanoecidae Group D;Stephanoecidae Group D X;Stephanoecidae Group D X sp.
SWARM_588	0	0	108	3	39	24	4	1	0	0	0	6	5	16	170	86	36	20	2	0	1	1	0	9	113	40	69	3	2	14	2	0	0	0	0	27	0	127	0	5	20	0	0	0	4	3	18	79	84	98	18	4	0	0	0	3	1	84	36	126	202	5	10	2	2	0	0	0	1	0	12	11	67	0	26	14	0	0	0	0	3	12	98	332	39	45	0	0	0	0	0	17	77	109	9	8	92	3	0	0	0	0	0	0	2	0	0	0	7	0	0	0	46	139	47	7	0	0	0	0	0	0	0	24	8	68	5	9	3	1	1	0	Main genome;Eukaryota;Hacrobia;Haptophyta kingdom incertae sedis;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiophyceae Clade B4;Prymnesiophyceae Clade B4 X;Prymnesiophyceae Clade B4 X sp.
SWARM_5063	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Opalozoa;MAST-12;MAST-12 X;MAST-12 XX
SWARM_1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	68	4	1	0	1	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	62	159	70	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	111	1	4	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11 X;Dino-Group-II-Clade-10-and-11 X sp.
SWARM_2762	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	118	23	0	0	0	0	0	0	0	0	21	18	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	1	0	14	3	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	15	2	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6 X;Dino-Group-II-Clade-6 X sp.
SWARM_586	2	23	63	0	7	34	1	19	56	33	33	39	117	31	96	52	8	17	11	23	306	11	23	239	216	147	26	1	0	4	9	19	7	89	0	49	2	82	0	8	31	29	78	121	22	36	51	81	36	36	8	2	2	35	3	21	5	73	271	93	66	9	16	16	6	15	53	121	26	27	76	8	22	0	37	102	13	110	0	31	248	85	51	144	15	32	48	76	129	21	11	54	65	388	28	0	133	4	8	20	11	5	0	0	0	0	0	3	15	115	17	7	47	50	27	5	7	10	13	11	3	1	0	13	124	97	2	24	7	7	5	14	Main genome;Eukaryota;Hacrobia;Haptophyta kingdom incertae sedis;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina scutellum
SWARM_580	214	9	11	0	13	6	0	1	0	0	0	4	168	3	0	0	0	10	2	1	7	0	3	0	5	0	0	1	0	34	4	0	0	38	0	0	0	0	0	0	4	11	6	7	6	57	223	4	0	0	1	0	1	6	1	282	8	2	0	1	0	0	2	6	0	2	8	0	0	104	9	1	0	0	10	4	0	0	0	0	946	10	1	0	0	8	0	1	0	0	1	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	10	0	0	2	0	1	0	0	0	3	3	0	28	1	3	0	3	0	0	6	5	0	0	Main genome;Eukaryota;Hacrobia;Haptophyta kingdom incertae sedis;Haptophyta;Prymnesiophyceae
SWARM_583	0	0	0	0	15	8	89	40	10	2	1	0	0	3	0	0	1	15	21	44	1	0	0	0	5	20	41	55	5	33	321	339	23	0	0	0	15	7	0	1	76	21	68	9	1	15	127	296	36	39	13	25	29	41	2	3	0	0	0	0	14	0	5	1	80	41	7	5	0	20	0	0	1	0	63	16	42	21	7	0	5	0	0	0	3	47	7	149	17	0	0	0	5	20	6	22	8	5	260	43	4	0	0	29	0	0	0	0	0	10	1	0	43	55	2	29	11	26	10	1	0	0	0	0	0	0	3	7	7	5	38	19	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-13;Dino-Group-II-Clade-13 X
SWARM_582	0	81	78	17	52	30	0	2	2	25	151	1	2	29	48	50	3	5	0	3	20	1	4	1	19	42	39	5	0	9	1	0	2	23	0	66	0	31	0	25	5	5	6	5	3	1	10	73	74	37	3	1	1	4	0	26	4	27	144	56	38	9	4	7	1	2	1	1	3	10	215	6	77	27	22	52	0	1	0	351	1	6	50	74	4	15	0	2	2	0	5	7	8	132	13	8	15	3	2	1	1	0	0	0	0	0	0	0	7	2	6	0	33	47	41	6	1	1	1	2	13	4	1	14	72	112	1	13	1	0	2	0	Main genome;Eukaryota;Hacrobia;Haptophyta kingdom incertae sedis;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina sp.
