Rank	Taxonpath	Taxon	D2-May15	D2-Jun15	D2-Jul15	D2-Aug15	D2-Oct15	D2-Nov15	D2-Dec15	D2-Jan16	D2-Feb16	D2-Mar16	D2-Apr16	D2-May16	D2-Jun16	D2-Jul16	D2-Aug16	D2-Sep16	D2-Oct16	D2-Nov16	D2-Dec16	D2-Jan17	D2-Feb17	D2-Mar17	D2-Apr17	D2-May17	D2-Jun17	D2-Jul17	D2-Aug17	D2-Sep17	D2-Oct17	D2-Nov17	D2-Dec17	D2-Jan18	D2-Feb18	D2-Mar18	D2-Apr18	D2-May18	D2-Jun18	D2-Aug18	D2-Sep18	D2-Oct18	D2-Nov18	D2-Dec18	D2-Jan19	D2-Feb19	D2-Apr19	D2-May19	D2-Jun19	D2-Jul19_STR	D2-Aug19	D2-Sep19	D2-Oct19	D2-Nov19	D2-Dec19	D2-Jan20	D2-Feb20	D2-Apr20	D2-May20	D2-Jun20	D2-Jul20	D2-Aug20	D2-Sep20	D2-Oct20	D2-Nov20	D2-Dec20	D2-Jan21	D2-Feb21	LUR20-Feb15	LUR20-Mar15	LUR20-Apr15	LUR20-May15	LUR20-Jun15	LUR20-Jul15	LUR20-Aug15	LUR20-Sep15	LUR20-Oct15	LUR20-Nov15	LUR20-Jan16	LUR20-Feb16	LUR20-Mar16	LUR20-Abr16	LUR20-May16	LUR20-Jun16	LUR20-Jul16	LUR20-Aug16	LUR20-Sep16	LUR20-Nov16	LUR20-Dec16	LUR20-Jan17	LUR20-Feb17	LUR20-Mar17	LUR20-Apr17	LUR20_May17	LUR20-Jun17	LUR20-Jul17	LUR20-Aug17	LUR20-Sep17	LUR20-Oct17	LUR20-Nov17	LUR20-Jan18	LUR20-Feb18	LUR20-Mar18	LUR20-Apr18	LUR20-May18	LUR20-Jun18	LUR20-Jul18	LUR20-Aug18	LUR20-Sep18	LUR20-Oct18	LUR20-Nov18	LUR20-Feb19	LUR20-Mar19	LUR20-Apr19	LUR20-Jul19_STR	LUR20-Aug19	LUR20-Sep19	LUR20-Oct19	LUR20-Nov19	LUR20-Dec19	LUR20-Jan20	LUR20-Feb20	LUR20-Mar20	LUR20-Apr20	LUR20-May20	LUR20-Jun20	LUR20-Jul20	LUR20-Aug20	LUR20-Sep20	LUR20-Oct20	LUR20-Nov20	LUR20-Dec20	LUR20-Jan21	LUR20-Feb21
family	Main genome;Eukaryota;Amorphea;Choanoflagellida;Choanoflagellida (phylum);Choanoflagellatea;Choanoflagellatea X;Choanoflagellatea X Group P	Choanoflagellatea X Group P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Amorphea;Choanoflagellida;Choanoflagellida (phylum);Choanoflagellatea;Craspedida;Monosigidae Group B	Monosigidae Group B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Amorphea;Choanoflagellida;Choanoflagellida (phylum);Choanoflagellida X;Choanoflagellida XX;Choanoflagellida XX Clade-3	Choanoflagellida XX Clade-3	0	141	2	1	27	4	3	30	11	0	0	0	237	0	25	0	5	9	10	15	1	1	0	12	0	43	0	9	14	20	14	19	13	540	0	0	0	17	0	5	12	1	25	146	4	6	15	22	3	21	4	1	2	7	0	42	8	49	3	5	2	0	0	1	5	5	64	1	0	31	275	0	98	0	93	10	110	11	0	0	164	65	28	7	0	3	0	62	31	0	0	3	7	16	0	32	16	7	10	5	19	4	0	4	0	0	0	0	0	14	3	14	17	21	1	6	0	0	1	2	0	4	0	7	1	39	0	2	5	1	10	20
family	Main genome;Eukaryota;Amorphea;Choanoflagellida;Choanoflagellida (phylum);Choanoflagellida X;Choanoflagellida XX;Choanoflagellida XXX	Choanoflagellida XXX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Amorphea;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Abeoformidae Group MAIP 2;Abeoformidae Group MAIP 2 X	Abeoformidae Group MAIP 2 X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae	Chlorodendraceae	33	0	22	29	2	3	0	0	0	0	0	92	12	19	19	39	10	0	1	0	93	9	0	0	0	89	133	286	0	0	0	0	1287	0	193	0	507	83	1	2	0	0	0	0	58	29	3	113	20	53	3	5	0	5	0	33	20	0	920	20	8	20	3	0	0	0	0	17	0	0	19	2	0	7	8	0	0	0	0	0	0	0	18	288	10	1	1	0	3	0	0	0	18	173	2121	505	97	0	0	42	0	4	46	115	3621	1037	116	4	0	0	0	2	107	331	79	0	5	3	0	3	0	3	1	0	476	12	444	5	2	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae	Chloropicaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae	Crustomastigaceae	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	57	0	0	1	0	2	0	0	0	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae	Dolichomastigaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae	Bathycoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae	Mamiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidales X	Nephroselmidales X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae	Pycnococcaceae	40	30	14	4	13	124	549	765	539	584	412	289	13	5	17	12	30	290	131	153	252	457	185	53	44	13	7	477	0	228	321	900	3167	1600	2043	299	32	3	0	38	42	286	518	203	123	30	9	1	14	6	565	305	151	817	297	132	10	2	14	16	37	80	91	331	719	316	1908	706	129	1058	56	0	110	12	626	1206	2677	1525	191	537	174	10	12	88	146	610	670	906	1139	325	86	258	136	221	759	141	28	153	205	153	177	135	201	15	7	0	0	1573	310	490	338	212	4	50	19	84	92	503	466	422	157	21	1	8	3	5	2	221	54	231	972	123
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Halosphaeraceae	Halosphaeraceae	23	94	0	0	0	0	0	0	0	0	0	1	81	3	0	0	0	0	0	0	0	0	1	2	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	11	52	0	0	0	0	0	0	0	0	0	0	11	0	133	0	0	0	0	0	0	0	0	0	63	86	7	0	0	0	0	0	0	0	0	1	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pterospermaceae	Pterospermaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae	Pyramimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadales X	Pyramimonadales X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Prasinodermophyta;Prasinodermophyceae;Prasinococcales;Prasinococcales-Clade-B	Prasinococcales-Clade-B	0	1	17	0	0	0	3	0	1	0	2	0	3	1	197	36	10	0	5	4	1	0	0	0	2	4	1	9	0	2	0	0	0	0	7	0	2	18	0	0	0	0	0	0	0	0	1	2	3	10	0	0	0	0	0	0	3	5	1	2	28	0	0	0	1	0	0	0	0	37	4	4	1	0	5	0	0	0	0	0	0	0	10	163	10	2	0	0	1	0	0	0	1	103	36	12	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	2	3	51	4	0	0	0	0	0	1	0	1	0	1	6	4	2	1	0	0	0
family	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae	Suessiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Noctilucophyceae;Noctilucales;Noctilucaceae	Noctilucaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-I	Dino-Group-I	0	29	0	83	412	66	76	43	225	36	14	23	1	21	137	19	58	156	64	68	5	16	36	14	17	34	2	12	7	11	16	22	23	40	0	0	2	1184	0	31	185	45	66	580	1	188	6	76	608	1410	31	63	24	4	4	0	3	0	1	0	58	0	12	21	15	78	147	92	56	151	14	16	656	10	331	178	612	572	32	86	8	2	138	751	94	238	116	304	125	85	126	0	171	53	9	51	187	230	51	50	60	7	1	0	1	350	3	10	152	63	178	0	39	227	130	187	260	41	29	37	24	0	1	1	14	12	4	71	18	51	77	54
family	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II	Dino-Group-II	18	319	245	29	300	88	113	728	2837	58	178	195	144	412	498	380	741	590	36	250	33	159	135	89	129	461	179	192	127	558	1464	814	195	566	4	464	32	140	1	101	903	1361	1492	197	149	91	225	2640	501	5954	222	6296	4206	229	20	457	307	296	135	141	589	45	13	356	121	325	429	188	337	130	857	26	245	11	466	84	883	2496	159	191	262	280	401	2658	1480	368	371	495	1142	108	150	230	246	357	40	634	773	166	448	23	53	2	24	6	21	49	1	3	409	142	127	52	332	1735	474	267	1632	1525	140	230	9	81	29	415	121	393	74	230	41	142	271	118
family	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-III	Dino-Group-III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-IV	Dino-Group-IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-V	Dino-Group-V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Alveolata;Perkinsea;Perkinsida class incertae sedis;Perkinsida;Perkinsida X	Perkinsida X	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
family	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Marimonadida;Marimonadida X	Marimonadida X	0	0	0	0	1	0	21	8	644	72	0	0	2	0	14	2	0	1	30	420	87	4	0	0	0	78	0	0	0	0	0	112	438	0	0	0	0	0	0	3	0	22	0	74	0	0	5	0	0	0	29	101	22	1356	11	0	6	0	0	1	0	0	0	0	123	2	1099	75	0	1	4	0	30	6	0	4	16	3795	359	13	0	0	0	110	171	0	0	348	187	10	4	0	0	7	0	4	0	5	138	776	46	0	1	0	0	0	0	0	0	375	6	1	0	0	1	4	119	16	1517	162	5	0	7	0	1	74	0	0	5	0	183	1
family	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida X	Chlorarachnida X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Minorisa-lineage	Minorisa-lineage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachniophyceae X;NPK2-lineage	NPK2-lineage	1	108	2	0	5	8	1	104	54	9	21	8	5	0	0	1	2	16	5	36	71	1	36	229	15	0	0	0	0	8	10	0	1	18	11	89	0	29	0	22	0	3	11	2	37	17	64	0	0	3	0	8	6	1	0	0	0	98	0	5	11	46	41	56	46	77	75	5	4	7	90	0	7	0	32	15	149	92	14	54	19	0	1	0	35	13	6	77	94	0	9	99	12	4	0	0	25	15	0	3	3	1	0	1	0	0	0	0	0	42	0	9	0	2	4	0	0	5	5	1	0	0	0	14	0	9	5	35	49	33	156	21
family	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea X;Massiteriidae	Massiteriidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida;Cercomonadidae	Cercomonadidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Sandonidae	Sandonidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Cryothecomonas-lineage	Cryothecomonas-lineage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage	Protaspa-lineage	1	21	463	284	16	52	8	0	10	17	23	8	2	263	65	188	43	9	2	0	12	21	29	20	202	104	148	174	25	1	11	13	83	36	29	880	36	197	396	65	30	2	3	14	43	24	21	232	749	74	4	15	12	17	2	22	0	1698	35	290	113	57	18	8	14	60	23	11	7	43	93	5	868	57	30	134	12	5	0	55	0	11	13	503	38	6	0	4	1	18	10	1589	0	109	120	58	118	2	1	15	0	143	538	9	2	31	16	0	1	27	128	35	23	360	28	2	5	9	4	3	3	1	0	44	11	207	115	5	49	3	10	6
family	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Rhogostoma-lineage	Rhogostoma-lineage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;CCW10-lineage	CCW10-lineage	0	0	0	0	0	0	5	2	8	14	16	2	0	0	2	0	0	0	2	30	74	2	0	0	0	97	0	0	0	9	6	21	40	86	0	0	55	0	0	0	0	3	1	6	0	0	0	0	0	0	0	4	10	167	0	0	11	0	2	0	0	0	3	0	52	1	11	281	4	3	0	0	0	0	26	3	24	31	13	29	0	0	4	0	0	0	1	21	84	75	0	1	0	25	0	0	0	0	31	87	0	2	23	2	0	0	0	1	0	201	2	0	0	1	0	0	4	9	6	2	1	0	15	0	0	2	0	0	1	0	31	6
